"wfood","totexp","age","size","town","sex"
0.287692987333481,1050328,60,2,2,"man"
0.348165928349469,2093048,23,6,2,"man"
0.430125682082476,357728,48,2,1,"man"
0.448906463239668,571540,37,9,5,"man"
0.522196086817064,374120,76,2,5,"woman"
0.217986389504845,1190111,49,4,4,"man"
0.155275039757081,1110494,49,5,4,"woman"
0.172416272858023,1168080,30,4,4,"man"
0.409247084721561,537856,43,6,2,"woman"
0.524342449276138,579461,34,4,1,"man"
0.255402064072242,1934816,39,6,3,"man"
0.746716608754759,210377,62,1,2,"man"
0.477108413893052,485768,47,3,4,"woman"
0.284231642140713,1365900,50,5,3,"man"
0.242375775362699,1545567,48,5,3,"man"
0.261075097957783,1107620,27,3,4,"man"
0.209302325581395,498628,76,2,1,"man"
0.383073884585124,1676439,35,4,3,"man"
0.326130886525689,1146092,44,5,4,"man"
0.655963302752294,132544,85,2,1,"man"
0.209079256228641,878442,51,3,3,"man"
0.358533174777176,774489,49,4,4,"man"
0.358366460574844,334317,68,2,4,"man"
0.0617485758554215,1337294,60,1,4,"woman"
0.100239784280712,1848328,63,3,4,"man"
0.203333785065727,959270,50,4,4,"man"
0.0936361265457812,2208592,30,3,4,"man"
0.174104919351749,1670464,34,5,2,"man"
0.339820127151496,670696,45,3,3,"man"
0.257488710151511,1459497,68,4,2,"man"
0.470358811387386,526126,46,5,2,"man"
0.450449482049928,855874,59,2,4,"man"
0.142198531026009,778911,22,2,5,"man"
0.539763669657432,1046332,57,11,1,"man"
0.323875537507366,685572,62,5,3,"woman"
0.423821539423442,537396,40,5,2,"man"
0.11571382933018,3267924,26,3,4,"man"
0.267953779768513,1035910,55,3,4,"man"
0.308519671667138,275574,49,4,1,"man"
0.361277338271975,934130,69,2,4,"man"
0.140023175676892,1444618,59,6,3,"man"
0.134484318763599,833257,63,4,5,"man"
0.575504181013281,317148,64,3,1,"man"
0.40477552426733,298941,73,1,3,"woman"
0.38816714972825,447838,49,5,3,"man"
0.293168623821627,894666,36,5,3,"man"
0.264115130455741,398296,68,1,4,"man"
0.408777566817584,547760,46,3,4,"man"
0.510998785756643,212478,79,1,4,"woman"
0.0849619294735403,1528873,32,4,4,"man"
0.31988266763937,263184,73,3,4,"man"
0.21886397023374,2820912,63,8,4,"man"
0.29871062408292,256248,72,1,5,"woman"
0.469234865422361,520183,75,2,5,"man"
0.272313429765205,534678,33,2,4,"man"
0.605476224559616,761437,36,6,4,"man"
0.371335326471461,876340,52,4,2,"man"
0.680308817700263,444016,79,1,4,"woman"
0.320525976079767,1397478,43,5,1,"man"
0.326471278379662,698916,48,6,4,"man"
0.52348114964514,476808,66,2,3,"man"
0.33132982902511,822226,56,3,1,"man"
0.343263743887066,874989,50,6,1,"man"
0.3758884307818,1023293,44,4,4,"man"
0.445202465616385,531794,28,3,4,"man"
0.364434151989762,278953,44,4,3,"man"
0.377121078240246,1733788,47,4,4,"woman"
0.398585132782696,539980,68,3,5,"man"
0.369314304710692,685844,31,4,2,"man"
0.409179205215158,455595,52,3,4,"man"
0.150574359083147,377116,70,1,3,"man"
0.18442771283944,1569352,42,3,5,"man"
0.250635930673159,889641,42,4,4,"man"
0.681355366382908,167748,81,2,4,"man"
0.416927847702436,603030,43,4,4,"man"
0.368635595574806,439122,45,4,2,"man"
0.319115680676521,442736,36,3,4,"man"
0.299895350575572,521742,57,2,4,"man"
0.623406279733587,840800,55,2,4,"woman"
0.243740331671012,924410,48,4,4,"man"
0.163047738496512,561308,77,2,3,"man"
0.355076615764712,760940,46,7,2,"man"
0.311568984245812,1011731,45,5,4,"man"
0.347449700126552,1417598,59,7,4,"man"
0.258581607269279,2001519,46,7,4,"man"
0.457047712250188,657043,29,4,4,"man"
0.53460847855218,676106,35,4,4,"man"
0.377191807528716,335967,32,3,4,"man"
0.289744036218004,1102656,31,4,4,"man"
0.230528352782502,426325,24,1,4,"woman"
0.539758652819126,176012,78,1,2,"woman"
0.606050218527723,151697,71,2,3,"man"
0.163028852258405,1173461,34,2,4,"man"
0.10190250486948,2274370,35,5,4,"man"
0.331959694346961,726052,55,4,3,"man"
0.490103802298055,387371,34,2,4,"man"
0.44916119657138,801022,45,4,5,"man"
0.385753086006072,537183,24,3,4,"man"
0.695195933759633,158574,84,2,1,"woman"
0.194904958202071,938324,33,3,3,"man"
0.147607566090842,1209396,27,2,4,"man"
0.383385023816768,1123998,47,4,4,"man"
0.628746426006477,737970,36,4,5,"man"
0.389939779627486,757717,57,3,4,"man"
0.522311460430221,291106,78,2,2,"man"
0.181939767380765,669936,22,2,1,"man"
0.448953681621209,453686,75,3,3,"woman"
0.455417031204433,219456,65,1,2,"woman"
0.182960996119266,1037948,56,6,1,"man"
0.333658933061103,816954,27,6,4,"man"
0.19178816856343,440048,71,2,4,"man"
0.102752490614736,3203426,31,5,2,"man"
0.090275862856658,1225754,37,5,4,"man"
0.750257926410278,504989,77,3,3,"man"
0.409692535795067,277203,75,3,2,"woman"
0.114082195099791,4127375,47,11,4,"man"
0.489075149854139,475796,51,6,1,"man"
0.282912154792871,1422081,53,3,4,"man"
0.301597709710225,808282,70,3,4,"man"
0.49195935674854,599952,74,3,1,"man"
0.284591602488152,1296384,48,6,4,"man"
0.337923697411456,1214428,49,3,5,"man"
0.456188773024337,734766,71,8,3,"man"
0.408457253619712,817192,64,2,4,"man"
0.250642196597785,280288,49,2,4,"man"
0.236689621791182,1289182,51,5,2,"man"
0.360272138037173,1081216,56,4,4,"man"
0.206147429504035,716885,40,3,5,"woman"
0.25645630857027,1242738,54,3,2,"man"
0.675898771299995,316432,76,2,3,"man"
0.0723323847467274,878500,55,1,4,"man"
0.936268022567389,57428,59,1,2,"woman"
0.508568891187167,355822,46,3,5,"woman"
0.396116715731335,773469,47,4,5,"man"
0.0751269381390458,2583148,36,3,3,"man"
0.20744587831479,1858451,39,6,4,"man"
0.802515619181596,338366,72,1,2,"man"
0.175107024224618,896526,60,2,5,"man"
0.452581654229943,1430575,47,4,4,"man"
0.326164874551971,340380,26,3,2,"man"
0.336580185796357,523584,58,4,2,"man"
0.183373866902498,180920,53,3,5,"man"
0.317028972216312,1090424,31,5,4,"man"
0.262639050279844,759887,34,4,3,"man"
0.468622182344042,1676216,40,6,1,"man"
0.306338375048436,609052,30,3,3,"man"
0.363972382392571,788917,39,6,4,"man"
0.302168075982848,848402,50,6,5,"man"
0.706122300774336,2588798,50,7,3,"man"
0.317460562556577,1036198,50,3,2,"man"
0.866246591941836,990300,73,2,1,"man"
0.386847078305216,727078,39,6,2,"man"
0.581287781014387,798847,45,4,2,"man"
0.225708995484275,1501420,30,4,4,"man"
0.0820170034706204,895229,36,3,3,"man"
0.488522746718166,531791,53,4,1,"man"
0.248551357747053,510478,50,5,4,"man"
0.353706490018076,990290,39,4,4,"man"
0.281221869728988,1830768,59,4,3,"man"
0.34311094601605,624556,65,2,4,"woman"
0.218478387160853,1067236,31,3,4,"man"
0.591096274275689,246234,61,3,1,"man"
0.327063273457793,509724,44,3,5,"man"
0.31913753632836,184773,67,1,4,"woman"
0.409300857600178,1508162,54,8,2,"man"
0.05825632336384,358828,58,1,4,"man"
0.432922731733102,355657,55,3,4,"man"
0.372231441395654,653228,37,8,3,"man"
0.385018613920957,1063720,76,4,2,"man"
0.238893151776408,1425742,60,3,4,"man"
0.445746646232654,762128,39,5,4,"man"
0.333284856543328,481330,53,3,1,"man"
0.435980356928974,100188,80,1,3,"man"
0.614870382168463,445772,48,3,3,"man"
0.334983692644617,679448,62,2,4,"man"
0.498533827325244,170853,73,1,5,"woman"
0.28151415078656,1864702,50,7,4,"man"
0.402707018023387,1339038,35,4,4,"man"
0.300716779582503,1221854,67,3,2,"man"
0.230667215438789,1093350,30,4,4,"man"
0.292943091166191,749620,66,2,5,"man"
0.368764940239044,125500,71,1,2,"man"
0.239707443054386,765116,38,4,4,"man"
0.134572500126704,1578480,71,6,4,"man"
0.269272570638511,1278021,43,5,4,"man"
0.384608588089768,588536,49,4,3,"man"
0.136444101296651,1384567,73,3,4,"man"
0.545516858476534,291782,47,2,1,"woman"
0.178383601263237,1850484,25,6,3,"man"
0.362776967311107,1048093,34,4,4,"man"
0.195094112765975,1181030,73,3,3,"man"
0.721335965427093,112458,73,1,4,"woman"
0.611471692211448,204608,54,1,2,"man"
0.460042145176683,624508,37,6,4,"man"
0.445452928013151,798118,42,4,2,"man"
0.336010338779655,433320,74,2,2,"man"
0.456962412936925,1025406,46,5,4,"man"
0.192071364133844,2183730,42,4,4,"man"
0.311428866351298,959089,36,5,4,"man"
0.386643864332612,512813,29,3,3,"man"
0.269467616043427,1319743,46,5,1,"man"
0.509311975296729,932670,46,6,3,"man"
0.270148834597023,1196496,44,4,4,"man"
0.496187172272669,500416,68,2,3,"woman"
0.645294725956567,252387,87,2,1,"woman"
0.208149775861818,1990067,49,9,4,"man"
0.235474329923833,283326,74,1,4,"woman"
0.273666856889227,977802,46,5,4,"man"
0.283466722083399,394586,52,5,2,"man"
0.348182563541951,826934,40,4,4,"man"
0.374396513005543,799313,52,4,5,"man"
0.390635473376167,611670,49,2,4,"man"
0.282590014160117,1149708,27,5,3,"man"
0.752732596369772,322404,32,4,2,"man"
0.25435135258725,1290231,50,5,5,"man"
0.612432626661876,361790,62,4,1,"man"
0.571059762526482,202970,77,2,2,"man"
0.495577994266125,855268,53,7,4,"man"
0.436495723673348,302830,68,2,5,"man"
0.250105229209969,1686794,49,3,3,"man"
0.140017419374059,3423774,43,6,4,"man"
0.444313574391794,957693,32,5,3,"man"
0.483172491673012,772188,34,3,3,"man"
0.334717168256919,834878,27,4,4,"man"
0.257852409018529,1690564,60,4,4,"man"
0.270055523645415,208920,84,1,4,"man"
0.909876079609463,276952,40,5,1,"man"
0.45153857298247,434851,40,4,2,"man"
0.315026777686564,1023240,32,4,4,"man"
0.760150493807807,76548,77,2,2,"man"
0.158503998195172,598395,27,3,4,"man"
0.246750013661783,658772,32,4,4,"man"
0.112668306020326,639683,33,4,4,"man"
0.257222979465064,358024,64,2,4,"woman"
0.283870837659915,396772,28,3,4,"man"
0.439146572840694,253519,61,1,3,"man"
0.200874444621458,1468818,41,6,3,"man"
0.136284629670496,2419818,39,5,1,"man"
0.496679205075634,1238860,48,6,2,"man"
0.566218005892051,295992,63,3,2,"man"
0.313954264111782,1079240,48,3,2,"man"
0.174974612508414,1542098,33,4,5,"man"
0.0115719695633318,1842383,42,1,3,"man"
0.112769268322451,2621920,65,3,4,"man"
0.52954547319531,487452,49,4,1,"man"
0.410144701014306,607805,42,5,3,"man"
0.616450459102848,585163,34,7,4,"man"
0.299675722919388,805484,40,5,5,"man"
0.388579623723888,1483804,32,4,4,"woman"
0.312748552014763,2706174,62,8,4,"man"
0.434897412215341,176483,51,2,2,"man"
0.386583951789576,857242,19,2,3,"man"
0.546016298994,267992,61,3,3,"man"
0.229588590406133,644370,31,4,4,"man"
0.314346874588919,501726,67,2,4,"man"
0.209477464686159,1743863,57,5,4,"man"
0.267612366099057,1192486,28,3,4,"man"
0.746465168731451,245627,56,1,3,"man"
0.589798589040961,813064,32,3,4,"man"
0.511613593504546,558914,50,4,4,"man"
0.249218951211046,446515,56,1,4,"woman"
0.0745140584033993,221220,55,2,4,"woman"
0.251131521504139,573564,50,3,3,"woman"
0.610636294697972,545942,37,6,2,"man"
0.518510188234664,373470,63,3,1,"man"
0.096451041597265,4022476,46,4,1,"man"
0.246623183673318,1074903,43,5,3,"man"
0.383524954141315,997630,23,5,3,"man"
0.562171603146184,684766,63,2,5,"man"
0.424473620472217,957864,51,6,3,"man"
0.202775464890369,648540,29,3,4,"man"
0.295866619718954,874732,61,4,5,"man"
0.557800037716175,540882,49,3,3,"man"
0.645575356951572,218447,73,2,4,"man"
0.437321611184883,131034,56,5,1,"man"
0.338575235675005,1139599,65,4,5,"man"
0.661382542209467,178396,79,1,3,"woman"
0.379493019838354,544400,71,2,1,"man"
0.530425881713039,731729,42,5,4,"man"
0.466240415553479,483596,36,5,3,"man"
0.507655159428811,605474,42,5,5,"woman"
0.419211194522958,452507,63,2,2,"man"
0.431020658308011,783220,37,4,4,"man"
0.141889166697698,2228951,61,4,5,"man"
0.468176681423686,536242,55,6,4,"man"
0.501885374592397,298084,32,5,3,"man"
0.729913648032821,325644,64,2,3,"man"
0.0628566895510038,2811093,27,2,4,"man"
0.353685897435898,648960,50,4,2,"man"
0.261364819248442,672470,36,4,3,"man"
0.215717310469906,823207,71,1,4,"woman"
0.263702033005821,1126165,71,5,4,"man"
0.111155354903976,1486712,51,4,1,"man"
0.527099044746104,517140,76,2,5,"man"
0.129763900730939,1361673,35,4,4,"man"
0.352439718882855,1086949,55,8,1,"man"
0.221910559261789,1565081,45,5,5,"man"
0.315178299642612,1153087,47,4,4,"man"
0.860279320208649,297150,27,4,4,"man"
0.449530935859868,321811,57,3,2,"man"
0.588380520576506,604330,50,4,1,"man"
0.0978448704442791,794523,59,1,4,"woman"
0.259304996980577,1362843,47,8,5,"man"
0.137026590487211,1617759,67,2,2,"man"
0.578930167350342,654794,45,4,5,"man"
0.584820793813182,576710,67,2,4,"man"
0.214906233686268,896484,59,2,2,"man"
0.303432602045242,1048971,44,4,5,"man"
0.188487933084416,1917640,25,3,4,"man"
0.348239887319443,1151574,49,6,2,"man"
0.444755675010524,247048,70,2,3,"man"
0.491616766467066,434200,45,4,4,"man"
0.352969020045385,502809,52,4,2,"man"
0.635649991942724,173756,71,1,4,"woman"
0.240729273073388,2267244,52,7,4,"man"
0.284507727343076,587977,54,2,3,"man"
0.244425904430257,330816,22,2,4,"man"
0.508929057845477,367116,37,4,2,"man"
0.793439077144917,144248,83,1,2,"woman"
0.529414420515599,221490,76,2,3,"man"
0.352569870342983,1160292,48,6,3,"man"
0.392848392572759,914256,48,4,4,"man"
0.248580174335649,1784374,55,5,1,"man"
0.437717313895522,381936,66,3,3,"man"
0.241424223285976,2033052,45,4,4,"man"
0.448060990475403,968020,25,3,5,"man"
0.484715904269148,742373,38,4,3,"man"
0.147606651232937,624606,60,2,5,"man"
0.448100498636326,544485,50,3,4,"woman"
0.345756111896846,1633290,43,7,4,"man"
0.155384783745334,986892,29,3,5,"man"
0.256065163107214,2005552,35,5,4,"man"
0.267627079817999,1335814,41,4,5,"man"
0.339898188746327,940564,52,4,1,"man"
0.0784656486031861,121276,78,2,4,"man"
0.498657027318427,736426,50,2,1,"man"
0.315092747464702,1061808,50,4,2,"man"
0.350703982943773,749521,55,5,2,"man"
0.194820097626501,1256626,27,4,2,"man"
0.16637596500495,1190797,32,4,2,"man"
0.351457944054112,1160264,31,6,4,"man"
0.363937454358005,931160,45,4,1,"woman"
0.86685994647636,89680,76,1,1,"woman"
0.496804555432256,493828,67,2,4,"man"
0.386217430075507,858998,44,3,5,"woman"
0.237254122413434,897957,55,5,3,"man"
0.554967795501434,635936,55,2,3,"man"
0.287013384975926,806053,32,4,4,"man"
0.234393383550047,921340,32,3,3,"man"
0.3548620653272,824557,23,3,4,"man"
